Title,Year,Rating,Runtime,Critic.Score,Box.Office,Awards,International
The Amityville Horror,2005,R,90,23,64.3,TRUE,FALSE
Down and Derby,2005,PG,90,22,0.0439,FALSE,FALSE
The Interpreter,2005,PG-13,128,56,72.5,TRUE,TRUE
A Lot Like Love,2005,PG-13,107,41,21.8,TRUE,FALSE
The Great New Wonderful,2005,R,87,73,0.0397,FALSE,FALSE
Dust to Glory,2005,PG,97,60,0.6,FALSE,FALSE
Madison,2005,PG,99,29,0.5,FALSE,FALSE
King's Ransom,2005,PG-13,95,2,4,FALSE,TRUE
The Game of Their Lives,2005,PG,101,26,0.4,FALSE,FALSE
Factotum,2005,R,94,76,0.6,TRUE,TRUE
xXx: State of the Union,2005,PG-13,101,16,26.1,FALSE,FALSE
House of Wax,2005,R,113,25,32,TRUE,TRUE
Kingdom of Heaven,2005,R,144,39,47.3,TRUE,TRUE
Last Days,2005,R,97,57,0.4,TRUE,FALSE
Kicking & Screaming,2005,PG,95,41,52.6,TRUE,FALSE
Unleashed,2005,R,103,65,24.4,FALSE,TRUE
Monster-in-Law,2005,PG-13,101,16,82.8,TRUE,TRUE
Star Wars: Episode III - Revenge of the Sith,2005,PG-13,140,80,380.2,TRUE,FALSE
Dominion: Prequel to the Exorcist,2005,R,117,30,0.2,FALSE,FALSE
Duma,2005,PG,100,93,0.8,TRUE,FALSE
Madagascar,2005,PG,86,55,193.1,TRUE,FALSE
The Longest Yard,2005,PG-13,113,31,158,TRUE,FALSE
The Sisterhood of the Traveling Pants,2005,PG,119,77,43.5,TRUE,TRUE
Cinderella Man,2005,PG-13,144,80,61.6,TRUE,FALSE
Lords of Dogtown,2005,PG-13,107,55,11,TRUE,TRUE
Mr. & Mrs. Smith,2005,PG-13,120,59,186.1,TRUE,FALSE
The Honeymooners,2005,PG-13,90,14,12.8,FALSE,TRUE
Batman Begins,2005,PG-13,140,85,205.2,TRUE,TRUE
The Perfect Man,2005,PG,100,6,16.2,TRUE,FALSE
Herbie Fully Loaded,2005,G,101,41,65.9,TRUE,FALSE
Land of the Dead,2005,R,93,74,20.4,TRUE,TRUE
Bewitched,2005,PG-13,102,25,62.3,TRUE,FALSE
Rize,2005,PG-13,86,83,3.3,TRUE,TRUE
War of the Worlds,2005,PG-13,116,74,234.1,TRUE,FALSE
Rebound,2005,PG,103,13,16.7,FALSE,FALSE
Mad Hot Ballroom,2005,PG,105,84,7.9,TRUE,FALSE
Fantastic Four,2005,PG-13,106,26,154.5,TRUE,TRUE
Dark Water,2005,PG-13,105,46,25.4,FALSE,FALSE
Heights,2005,R,93,64,1,TRUE,FALSE
Wedding Crashers,2005,R,119,75,209.2,TRUE,FALSE
Charlie and the Chocolate Factory,2005,PG,115,83,206.4,TRUE,TRUE
Hustle & Flow,2005,R,116,82,22.1,TRUE,FALSE
The Devil's Rejects,2005,R,107,53,16.9,TRUE,TRUE
March of the Penguins,2005,G,80,94,77.4,TRUE,TRUE
The Island,2005,PG-13,136,40,35.8,TRUE,FALSE
Must Love Dogs,2005,PG-13,98,35,43.8,FALSE,FALSE
Sky High,2005,PG,100,73,63.9,FALSE,FALSE
Happy Endings,2005,R,128,54,1.2,FALSE,FALSE
Stealth,2005,PG-13,121,13,31.7,FALSE,FALSE
The Wendell Baker Story,2005,PG-13,99,40,0.0481,TRUE,TRUE
Me and You and Everyone We Know,2005,R,91,81,3.7,TRUE,TRUE
The Dukes of Hazzard,2005,PG-13,104,13,80.2,TRUE,TRUE
Murderball,2005,R,88,98,1.3,TRUE,FALSE
Deuce Bigalow: European Gigolo,2005,R,83,9,22.3,TRUE,FALSE
The Skeleton Key,2005,PG-13,104,38,47.7,FALSE,TRUE
The Great Raid,2005,R,132,37,10.1,FALSE,TRUE
Supercross,2005,PG-13,80,6,3,FALSE,FALSE
Red Eye,2005,PG-13,85,79,57.9,TRUE,FALSE
The 40-Year-Old Virgin,2005,R,116,85,109.2,TRUE,FALSE
Valiant,2005,G,76,31,19.4,FALSE,TRUE
Don't Come Knocking,2005,R,122,42,0.3,TRUE,TRUE
Aliens of the Deep,2005,G,100,84,8.3,FALSE,FALSE
Broken Flowers,2005,R,106,88,13.6,TRUE,TRUE
Undiscovered,2005,PG-13,97,8,1,FALSE,TRUE
The Cave,2005,PG-13,97,11,14.9,FALSE,TRUE
The Constant Gardener,2005,R,129,84,33.6,TRUE,TRUE
Underclassman,2005,PG-13,95,6,5.6,FALSE,FALSE
Grizzly Man,2005,R,103,93,2.9,TRUE,FALSE
A Sound of Thunder,2005,PG-13,101,6,1.7,FALSE,TRUE
Nine Lives,2005,R,115,75,0.1,TRUE,FALSE
The Man,2005,PG-13,83,11,8.3,FALSE,TRUE
Mobsters and Mormons,2005,PG,90,75,0.0679,FALSE,FALSE
Green Street Hooligans,2005,R,109,47,0.1,TRUE,TRUE
Cry_Wolf,2005,PG-13,90,22,10,FALSE,FALSE
Lord of War,2005,R,122,61,24,TRUE,TRUE
An Unfinished Life,2005,PG-13,108,53,8.5,TRUE,TRUE
Just Like Heaven,2005,PG-13,95,56,48.3,TRUE,FALSE
Junebug,2005,R,106,86,2.4,TRUE,FALSE
Venom,2005,R,85,11,0.8,FALSE,FALSE
Corpse Bride,2005,PG,77,83,53.3,TRUE,TRUE
Flightplan,2005,PG-13,98,38,89.6,TRUE,FALSE
The Thing About My Folks,2005,PG-13,96,45,0.7,TRUE,FALSE
Into the Blue,2005,PG-13,110,21,18.5,TRUE,FALSE
The Greatest Game Ever Played,2005,PG,120,63,15.3,FALSE,TRUE
Serenity,2005,PG-13,119,82,25.3,TRUE,FALSE
A History of Violence,2005,R,96,87,31.4,TRUE,TRUE
The Curse of the Were-Rabbit,2005,G,85,95,56.1,TRUE,TRUE
Waiting...,2005,R,94,31,16.1,FALSE,FALSE
In Her Shoes,2005,PG-13,130,75,32.8,TRUE,TRUE
Proof,2005,PG-13,100,62,7.5,TRUE,FALSE
Thumbsucker,2005,R,96,71,1.1,TRUE,FALSE
Two for the Money,2005,R,122,22,22.9,FALSE,FALSE
The Gospel,2005,PG,105,32,15.8,FALSE,FALSE
Elizabethtown,2005,PG-13,123,28,26.8,TRUE,FALSE
Everything Is Illuminated,2005,PG-13,106,66,1.6,TRUE,FALSE
The Fog,2005,PG-13,100,4,29.5,TRUE,FALSE
North Country,2005,R,126,68,18.3,TRUE,FALSE
The Work and the Glory II: American Zion,2005,PG-13,100,45,1.9,FALSE,FALSE
Dreamer: Inspired by a True Story,2005,PG,106,64,33,TRUE,FALSE
El vacilón: The Movie,2005,R,90,0,1.7,FALSE,TRUE
Stay,2005,R,99,27,3.3,FALSE,FALSE
Doom,2005,R,105,19,28,FALSE,TRUE
Saw II,2005,R,93,36,87,TRUE,TRUE
The Weather Man,2005,R,102,58,12.5,FALSE,TRUE
Prime,2005,PG-13,105,50,22.7,FALSE,FALSE
The Legend of Zorro,2005,PG,129,26,45.4,TRUE,FALSE
Jarhead,2005,R,125,61,62.6,TRUE,TRUE
"Good Night, and Good Luck.",2005,PG,93,93,31.5,TRUE,TRUE
Shopgirl,2005,R,106,61,10.1,TRUE,FALSE
Chicken Little,2005,G,81,36,135.3,TRUE,FALSE
Get Rich or Die Tryin',2005,R,117,16,30.9,TRUE,TRUE
Derailed,2005,R,108,20,35.9,FALSE,TRUE
Zathura: A Space Adventure,2005,PG,101,75,28,TRUE,FALSE
Harry Potter and the Goblet of Fire,2005,PG-13,157,88,290,TRUE,TRUE
Walk the Line,2005,PG-13,136,82,119.3,TRUE,TRUE
Kiss Kiss Bang Bang,2005,R,103,85,4.2,TRUE,FALSE
Bee Season,2005,PG-13,104,43,1.1,FALSE,TRUE
Just Friends,2005,PG-13,96,41,32.6,FALSE,TRUE
Rent,2005,PG-13,135,46,29.1,TRUE,FALSE
Pride & Prejudice,2005,PG,129,85,38.3,TRUE,TRUE
In the Mix,2005,PG-13,95,14,10.1,FALSE,FALSE
"Yours, Mine & Ours",2005,PG,90,6,53.4,FALSE,FALSE
First Descent,2005,PG-13,110,52,0.7,FALSE,FALSE
Æon Flux,2005,PG-13,93,10,25.9,FALSE,FALSE
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,143,76,291.7,TRUE,TRUE
Syriana,2005,R,128,72,50.8,TRUE,TRUE
Down in the Valley,2005,R,114,52,0.4,TRUE,FALSE
King Kong,2005,PG-13,187,84,218.1,TRUE,TRUE
The Squid and the Whale,2005,R,81,93,7.1,TRUE,FALSE
The Family Stone,2005,PG-13,103,51,59.9,TRUE,FALSE
Cheaper by the Dozen 2,2005,PG,94,6,82.5,TRUE,TRUE
Fun with Dick and Jane,2005,PG-13,90,29,110.3,FALSE,FALSE
The Ringer,2005,PG-13,94,40,35,FALSE,FALSE
Memoirs of a Geisha,2005,PG-13,145,35,57,TRUE,FALSE
Rumor Has It...,2005,PG-13,97,20,42.7,FALSE,TRUE
The Producers,2005,PG-13,134,51,19.2,TRUE,FALSE
Little Manhattan,2005,PG,90,77,0.4,FALSE,FALSE
BloodRayne,2005,R,95,4,1.6,FALSE,TRUE
Hostel,2005,R,94,61,47.3,TRUE,FALSE
Munich,2005,R,164,78,47.4,TRUE,TRUE
Casanova,2005,R,112,44,11.2,TRUE,FALSE
Marilyn Hotchkiss' Ballroom Dancing & Charm School,2005,PG-13,103,22,0.2,FALSE,FALSE
Brokeback Mountain,2005,R,134,87,83,TRUE,TRUE
Hoodwinked!,2005,PG,80,46,50.8,FALSE,FALSE
Looking for Comedy in the Muslim World,2005,PG-13,98,42,0.8,FALSE,FALSE
Match Point,2005,R,124,76,23.1,TRUE,TRUE
The New World,2005,PG-13,135,62,12.5,TRUE,TRUE
End of the Spear,2005,PG-13,108,40,11.7,TRUE,FALSE
The Matador,2005,R,96,74,12.4,TRUE,TRUE
Nanny McPhee,2005,PG,97,73,47.1,TRUE,TRUE
Capote,2005,R,114,90,28.3,TRUE,TRUE
Mrs Henderson Presents,2005,R,103,67,11,TRUE,TRUE
The Three Burials of Melquiades Estrada,2005,R,121,85,4.9,TRUE,TRUE
Mirrormask,2005,PG,101,54,0.8,TRUE,TRUE
Transamerica,2005,R,103,76,8.7,TRUE,FALSE
Block Party,2005,R,103,92,11.7,TRUE,FALSE
V for Vendetta,2005,R,132,73,70.5,TRUE,TRUE
The World's Fastest Indian,2005,PG-13,127,82,5,TRUE,TRUE
The White Countess,2005,PG-13,135,50,1.6,FALSE,TRUE
Wassup Rockers,2005,R,111,36,0.1,FALSE,FALSE
When Do We Eat?,2005,R,86,42,0.4,TRUE,FALSE
Thank You for Smoking,2005,R,92,86,24.6,TRUE,FALSE
Preaching to the Choir,2005,PG-13,103,36,0.3,TRUE,FALSE
Brick,2005,R,110,80,2,TRUE,FALSE
La mujer de mi hermano,2005,R,89,20,2.8,FALSE,TRUE
Hard Candy,2005,R,104,68,1,TRUE,FALSE
An American Haunting,2005,PG-13,83,12,16.2,FALSE,TRUE
The Notorious Bettie Page,2005,R,91,56,1.4,FALSE,FALSE
The Promise,2005,PG-13,121,31,0.6,TRUE,TRUE
Goal! The Dream Begins,2005,PG-13,118,44,4.2,TRUE,TRUE
Pretty Persuasion,2005,R,104,32,0.0586,TRUE,FALSE
The Lost City,2005,R,144,25,2.4,TRUE,FALSE
Kinky Boots,2005,PG-13,107,57,1.7,TRUE,TRUE
The Heart of the Game,2005,PG-13,97,86,0.4,FALSE,FALSE
Shadowboxer,2005,R,93,18,0.3,TRUE,FALSE
Strangers with Candy,2005,R,97,52,1.9,FALSE,FALSE
Leonard Cohen: I'm Your Man,2005,PG-13,105,69,0.8,TRUE,FALSE
The Quiet,2005,R,96,21,0.3,TRUE,FALSE
Boynton Beach Club,2005,R,105,60,3,FALSE,FALSE
Trust the Man,2005,R,103,27,1.5,FALSE,FALSE
Lassie,2005,PG,100,93,0.5,TRUE,TRUE
The Protector,2005,R,81,54,11.9,FALSE,TRUE
Harsh Times,2005,R,116,48,3.3,FALSE,FALSE
Slow Burn,2005,R,93,12,1.2,FALSE,FALSE
Adam & Steve,2005,R,99,55,0.2,FALSE,FALSE
"The Prize Winner of Defiance, Ohio",2005,PG-13,99,57,0.4,TRUE,FALSE
How the Garcia Girls Spent Their Summer,2005,R,128,79,0.0914,TRUE,FALSE
Sweet Land,2005,PG,110,85,1.3,TRUE,FALSE
Love's Abiding Joy,2006,PG,87,13,0.2,FALSE,FALSE
Grandma's Boy,2006,R,94,18,5.9,FALSE,FALSE
Tristan + Isolde,2006,PG-13,125,32,14.6,FALSE,TRUE
Last Holiday,2006,PG-13,112,55,38.4,FALSE,FALSE
Underworld: Evolution,2006,R,106,16,62.3,TRUE,FALSE
Annapolis,2006,PG-13,108,10,16.8,FALSE,FALSE
Big Momma's House 2,2006,PG-13,99,6,70.1,TRUE,FALSE
Roving Mars,2006,G,40,70,10,TRUE,FALSE
Something New,2006,PG-13,99,61,11.4,TRUE,FALSE
When a Stranger Calls,2006,PG-13,87,9,47.9,FALSE,FALSE
Believe in Me,2006,PG,131,60,0.2,TRUE,FALSE
Curious George,2006,G,86,69,58.3,FALSE,FALSE
Final Destination 3,2006,R,93,43,54.1,FALSE,TRUE
Firewall,2006,PG-13,105,19,48.7,FALSE,TRUE
The Pink Panther,2006,PG,93,22,82.2,TRUE,TRUE
Eight Below,2006,PG,120,72,81.6,TRUE,FALSE
The Second Chance,2006,PG-13,102,40,0.4,TRUE,FALSE
Date Movie,2006,PG-13,83,7,48.5,TRUE,TRUE
Freedomland,2006,R,113,23,12.3,TRUE,FALSE
Doogal,2006,G,78,8,7.3,FALSE,TRUE
Madea's Family Reunion,2006,PG-13,107,25,63.2,FALSE,FALSE
Running Scared,2006,R,122,40,6.7,FALSE,TRUE
16 Blocks,2006,PG-13,105,55,36.9,FALSE,TRUE
Ultraviolet,2006,PG-13,88,9,18.3,TRUE,FALSE
Deep Sea,2006,G,41,91,42,TRUE,TRUE
Aquamarine,2006,PG,104,51,18.6,TRUE,TRUE
The Shaggy Dog,2006,PG,98,26,61,FALSE,FALSE
Failure to Launch,2006,PG-13,97,24,88.7,FALSE,FALSE
The Hills Have Eyes,2006,R,107,49,41.7,TRUE,TRUE
Don't Trip... He Ain't Through with Me Yet,2006,PG,90,45,0.2,FALSE,FALSE
Church Ball,2006,PG,91,18,0.3,FALSE,FALSE
Find Me Guilty,2006,R,125,61,0.6,FALSE,TRUE
Larry the Cable Guy: Health Inspector,2006,PG-13,89,5,15.7,FALSE,FALSE
Inside Man,2006,R,129,86,88.4,TRUE,FALSE
Stay Alive,2006,PG-13,85,9,23,FALSE,FALSE
Basic Instinct 2,2006,R,114,7,5.9,TRUE,TRUE
Ice Age: The Meltdown,2006,PG,91,57,195.3,TRUE,FALSE
ATL,2006,PG-13,105,62,21.2,FALSE,FALSE
Slither,2006,R,95,86,7.8,TRUE,TRUE
Phat Girlz,2006,PG-13,99,23,6.9,FALSE,FALSE
Take the Lead,2006,PG-13,118,44,34.7,TRUE,FALSE
The Benchwarmers,2006,PG-13,80,11,57.7,FALSE,FALSE
Ask the Dust,2006,R,117,35,0.6,FALSE,TRUE
The Wild,2006,G,94,20,37.3,FALSE,TRUE
Scary Movie 4,2006,PG-13,83,37,90.7,TRUE,FALSE
American Dreamz,2006,PG-13,107,41,7.2,FALSE,FALSE
Journey from the Fall,2006,R,135,92,0.5,TRUE,FALSE
Silent Hill,2006,R,125,29,47,FALSE,TRUE
The Sentinel,2006,PG-13,108,33,36.2,FALSE,FALSE
Akeelah and the Bee,2006,PG,112,84,18.8,TRUE,FALSE
The TV Set,2006,R,88,64,0.0345,FALSE,FALSE
United 93,2006,R,111,91,31.5,TRUE,TRUE
RV,2006,PG,99,23,71.4,TRUE,TRUE
Stick It,2006,PG-13,103,31,26.9,FALSE,TRUE
Mission: Impossible III,2006,PG-13,126,70,133.4,TRUE,TRUE
Hoot,2006,PG,91,26,8.1,TRUE,FALSE
Art School Confidential,2006,R,102,36,3.2,FALSE,FALSE
Just My Luck,2006,PG-13,103,13,17.2,FALSE,FALSE
Poseidon,2006,PG-13,98,33,60.7,FALSE,FALSE
The Da Vinci Code,2006,PG-13,149,25,217.5,TRUE,TRUE
Over the Hedge,2006,PG,83,75,155,TRUE,FALSE
See No Evil,2006,R,84,8,15,FALSE,FALSE
X-Men: The Last Stand,2006,PG-13,104,58,234.2,TRUE,TRUE
Keeping Up with the Steins,2006,PG-13,90,37,4.3,FALSE,FALSE
The Break-Up,2006,PG-13,106,33,118.7,TRUE,FALSE
The Omen,2006,R,110,27,54.6,TRUE,FALSE
A Prairie Home Companion,2006,PG-13,105,81,20.2,TRUE,FALSE
Cars,2006,G,117,74,244.1,TRUE,FALSE
Garfield 2,2006,PG,78,11,28.3,FALSE,TRUE
The Fast and the Furious: Tokyo Drift,2006,PG-13,104,37,62.5,FALSE,FALSE
The Lake House,2006,PG,99,35,52.3,TRUE,TRUE
Nacho Libre,2006,PG,92,40,80.2,TRUE,TRUE
Click,2006,PG-13,107,32,137.3,TRUE,FALSE
Waist Deep,2006,R,97,27,21.3,FALSE,FALSE
Peaceful Warrior,2006,PG-13,120,25,1,FALSE,TRUE
Romeo & Juliet: Sealed with a Kiss,2006,G,76,20,0.0809,FALSE,FALSE
Superman Returns,2006,PG-13,154,76,200,TRUE,FALSE
The Devil Wears Prada,2006,PG-13,109,75,124.7,TRUE,TRUE
An Inconvenient Truth,2006,PG,100,93,23.7,TRUE,FALSE
Quinceañera,2006,R,90,86,1.5,TRUE,FALSE
Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,151,54,423,TRUE,FALSE
"You, Me and Dupree",2006,PG-13,108,21,75.6,TRUE,FALSE
Littleman,2006,PG-13,98,12,58.3,TRUE,TRUE
The Celestine Prophecy,2006,PG,99,4,1,FALSE,FALSE
Wordplay,2006,PG,94,95,2.9,TRUE,FALSE
Lady in the Water,2006,PG-13,110,24,42.2,TRUE,FALSE
My Super Ex-Girlfriend,2006,PG-13,95,40,22.4,TRUE,FALSE
Clerks II,2006,R,97,63,24,TRUE,FALSE
Monster House,2006,PG,91,74,73.7,TRUE,FALSE
Scoop,2006,PG-13,96,39,10.5,FALSE,TRUE
A Scanner Darkly,2006,R,100,69,5.3,TRUE,FALSE
John Tucker Must Die,2006,PG-13,89,26,40.9,TRUE,TRUE
Miami Vice,2006,R,134,47,63.4,TRUE,TRUE
The Ant Bully,2006,PG,88,63,28.1,TRUE,FALSE
The Night Listener,2006,R,91,40,7.8,FALSE,FALSE
Who Killed the Electric Car?,2006,PG,92,88,1.3,FALSE,FALSE
Talladega Nights: The Ballad of Ricky Bobby,2006,PG-13,108,72,148.2,TRUE,FALSE
Barnyard,2006,PG,90,22,72.6,FALSE,TRUE
World Trade Center,2006,PG-13,129,68,70.2,TRUE,FALSE
The Butterfly Effect 2,2006,R,92,0,57,FALSE,FALSE
Step Up,2006,PG-13,104,19,65.3,TRUE,FALSE
Pulse,2006,PG-13,90,10,20.2,FALSE,FALSE
Zoom,2006,PG,83,3,11.6,FALSE,FALSE
Accepted,2006,PG-13,93,36,36.3,FALSE,FALSE
Material Girls,2006,PG,97,4,11.3,TRUE,FALSE
Little Miss Sunshine,2006,R,101,91,59.8,TRUE,FALSE
Snakes on a Plane,2006,R,105,68,33.9,TRUE,TRUE
Idlewild,2006,R,121,48,12.5,TRUE,FALSE
Beerfest,2006,R,110,41,19,TRUE,TRUE
How to Eat Fried Worms,2006,PG,98,59,13,TRUE,FALSE
Invincible,2006,PG,105,71,57.8,FALSE,FALSE
The Illusionist,2006,PG-13,110,74,39.7,TRUE,TRUE
Crank,2006,R,88,61,27.8,TRUE,FALSE
Crossover,2006,PG-13,95,2,7,FALSE,FALSE
Hollywoodland,2006,R,126,69,14.3,TRUE,FALSE
The Covenant,2006,PG-13,97,3,23.3,FALSE,FALSE
Broken Bridges,2006,PG-13,105,5,0.2,FALSE,FALSE
Gridiron Gang,2006,PG-13,125,42,38.4,FALSE,FALSE
The Last Kiss,2006,R,104,46,11.5,FALSE,FALSE
The Black Dahlia,2006,R,121,32,22.5,TRUE,TRUE
Beer League,2006,R,86,27,0.5,TRUE,FALSE
Everyone's Hero,2006,G,88,41,14.5,FALSE,TRUE
Jackass Number Two,2006,R,92,63,72.8,FALSE,FALSE
Flyboys,2006,PG-13,140,33,13,TRUE,TRUE
Half Nelson,2006,R,106,90,2.6,TRUE,FALSE
The Guardian,2006,PG-13,139,37,55,TRUE,FALSE
School for Scoundrels,2006,PG-13,100,25,17.8,FALSE,FALSE
Open Season,2006,PG,83,48,84.3,TRUE,FALSE
Facing the Giants,2006,PG,111,13,10.1,FALSE,FALSE
The Texas Chainsaw Massacre: The Beginning,2006,R,91,12,39.4,FALSE,FALSE
The Departed,2006,R,151,91,132.3,TRUE,TRUE
Employee of the Month,2006,PG-13,103,20,28.4,FALSE,FALSE
The Grudge 2,2006,PG-13,102,10,39.1,FALSE,TRUE
Man of the Year,2006,PG-13,115,21,37.4,FALSE,FALSE
Alex Rider: Operation Stormbreaker,2006,PG,93,34,0.6,FALSE,TRUE
Infamous,2006,R,110,73,1.1,TRUE,FALSE
A Guide to Recognizing Your Saints,2006,R,100,76,0.4,TRUE,FALSE
One Night with the King,2006,PG,123,19,13.4,TRUE,FALSE
The Marine,2006,PG-13,92,20,18.7,FALSE,FALSE
O Jerusalem,2006,R,100,35,0.2,FALSE,TRUE
The Prestige,2006,PG-13,130,76,53,TRUE,TRUE
Flags of Our Fathers,2006,R,135,73,33.6,TRUE,FALSE
Marie Antoinette,2006,PG-13,123,55,16,TRUE,TRUE
Flicka,2006,PG,95,54,20.9,FALSE,TRUE
Fur: An Imaginary Portrait of Diane Arbus,2006,R,122,32,0.1,TRUE,FALSE
Lonely Hearts,2006,R,108,48,0.1,FALSE,TRUE
Running with Scissors,2006,R,116,31,6.8,TRUE,FALSE
Saw III,2006,R,108,28,80.2,TRUE,TRUE
Conversations with God,2006,PG,109,7,0.3,FALSE,FALSE
Catch a Fire,2006,PG-13,101,76,4.3,TRUE,TRUE
Little Children,2006,R,136,80,5.3,TRUE,FALSE
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,R,84,91,128.4,TRUE,TRUE
The Santa Clause 3: The Escape Clause,2006,G,97,15,84.4,TRUE,FALSE
Flushed Away,2006,PG,85,72,64.5,TRUE,TRUE
Goya's Ghosts,2006,R,113,30,0.7,TRUE,TRUE
Babel,2006,R,143,69,34.2,TRUE,TRUE
The Return,2006,PG-13,85,16,7.7,FALSE,FALSE
Stranger Than Fiction,2006,PG-13,113,72,40.1,TRUE,FALSE
A Good Year,2006,PG-13,117,25,7.4,TRUE,TRUE
Breaking and Entering,2006,R,120,34,0.9,TRUE,TRUE
Let's Go to Prison,2006,R,84,12,5.5,FALSE,FALSE
Casino Royale,2006,PG-13,144,95,167,TRUE,TRUE
Fast Food Nation,2006,R,116,50,0.9,FALSE,TRUE
The Queen,2006,PG-13,103,97,56.2,TRUE,TRUE
Happy Feet,2006,PG,108,75,197.9,TRUE,TRUE
The Fountain,2006,PG-13,96,51,10,TRUE,TRUE
Deck the Halls,2006,PG,93,6,35.1,TRUE,FALSE
Deja Vu,2006,PG-13,126,55,63.9,TRUE,TRUE
For Your Consideration,2006,PG-13,86,50,5.5,TRUE,FALSE
Tenacious D in The Pick of Destiny,2006,R,93,54,8.2,FALSE,TRUE
Bobby,2006,R,120,46,11.1,TRUE,FALSE
Van Wilder 2: The Rise of Taj,2006,R,97,7,3.8,FALSE,FALSE
The Nativity Story,2006,PG,101,38,37.6,TRUE,FALSE
Turistas,2006,R,93,16,6.9,TRUE,FALSE
The U.S. vs. John Lennon,2006,PG-13,99,77,1,FALSE,FALSE
Blood Diamond,2006,R,143,62,57.3,TRUE,TRUE
The Holiday,2006,PG-13,138,47,63.2,TRUE,FALSE
Unaccompanied Minors,2006,PG,90,31,16.6,FALSE,FALSE
Apocalypto,2006,R,139,65,50.8,TRUE,FALSE
The Pursuit of Happyness,2006,PG-13,117,67,162.6,TRUE,FALSE
Charlotte's Web,2006,G,97,78,82.1,TRUE,TRUE
Rocky Balboa,2006,PG,102,76,70.1,TRUE,FALSE
Night at the Museum,2006,PG,108,44,250.8,TRUE,TRUE
The Good Shepherd,2006,R,167,54,59.8,TRUE,FALSE
We Are Marshall,2006,PG,131,49,43.5,FALSE,FALSE
Dreamgirls,2006,PG-13,130,78,103.3,TRUE,FALSE
Children of Men,2006,R,109,92,35.3,TRUE,TRUE
Thr3e,2006,PG-13,101,5,1,FALSE,TRUE
Happily N'Ever After,2006,PG,87,4,151.9,FALSE,TRUE
Alpha Dog,2006,R,122,55,15.1,TRUE,TRUE
God Grew Tired of Us,2006,PG,89,91,0.1,TRUE,FALSE
The Painted Veil,2006,PG-13,125,74,7.9,TRUE,TRUE
The Good German,2006,R,105,33,0.9,TRUE,FALSE
Pan's Labyrinth,2006,R,118,95,37.4,TRUE,TRUE
Idiocracy,2006,R,84,73,0.3,FALSE,FALSE
Catch and Release,2006,PG-13,124,21,15.3,FALSE,FALSE
Smokin' Aces,2006,R,108,29,35.6,TRUE,TRUE
Letters from Iwo Jima,2006,R,141,91,13.7,TRUE,FALSE
10 Items or Less,2006,R,82,63,0.0693,TRUE,FALSE
Factory Girl,2006,R,90,19,1.6,FALSE,FALSE
The Bridge,2006,R,94,67,0.0493,FALSE,TRUE
The Astronaut Farmer,2006,PG,104,57,11,FALSE,FALSE
Amazing Grace,2006,PG,118,70,21.2,TRUE,TRUE
Black Snake Moan,2006,R,116,66,9.3,TRUE,FALSE
Copying Beethoven,2006,PG-13,104,28,0.2,TRUE,TRUE
Miss Potter,2006,PG,92,66,2.9,TRUE,TRUE
300,2006,R,117,60,210.6,TRUE,FALSE
Starter for 10,2006,PG-13,92,89,0.2,TRUE,TRUE
The Ultimate Gift,2006,PG,114,32,3.2,TRUE,FALSE
First Snow,2006,R,101,58,0.1,FALSE,TRUE
The Namesake,2006,PG-13,122,87,13.5,TRUE,TRUE
Seraphim Falls,2006,R,115,55,0.3,TRUE,FALSE
Jesus Camp,2006,PG-13,87,87,0.8,TRUE,FALSE
Blind Dating,2006,PG-13,95,25,0.0619,FALSE,FALSE
The Ex,2006,PG-13,89,19,3,FALSE,FALSE
Away from Her,2006,PG-13,110,94,15.8,TRUE,TRUE
Hollywood Dreams,2006,R,100,36,0.0892,FALSE,FALSE
Bug,2006,R,102,61,7,TRUE,TRUE
DOA: Dead or Alive,2006,PG-13,87,34,0.3,FALSE,TRUE
Rescue Dawn,2006,PG-13,120,91,5.3,TRUE,TRUE
El cantante,2006,R,106,25,7.5,FALSE,FALSE
Mini's First Time,2006,R,91,54,0.0218,TRUE,FALSE
Skinwalkers,2006,R,110,14,1,FALSE,TRUE
Come Early Morning,2006,R,97,83,0.0502,TRUE,FALSE
Fay Grim,2006,R,118,44,0.0618,TRUE,TRUE
Bella,2006,PG-13,91,44,7.9,TRUE,TRUE
Southland Tales,2006,R,145,36,0.2,FALSE,TRUE
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,2006,R,100,57,0.5,FALSE,FALSE
Penelope,2006,PG,104,53,9.8,FALSE,TRUE
Bonneville,2006,PG,93,40,0.3,FALSE,FALSE
Little Chenier,2006,R,120,60,0.0444,TRUE,FALSE
The Fall,2006,R,117,59,2.1,TRUE,TRUE
Civic Duty,2006,R,98,56,0.0549,TRUE,TRUE
The Foot Fist Way,2006,R,85,54,0.2,TRUE,FALSE
The Heart Specialist,2006,R,99,0,1.1,FALSE,FALSE
Starting Out in the Evening,2007,PG-13,111,87,0.6,TRUE,FALSE
Freedom Writers,2007,PG-13,123,69,36.5,TRUE,TRUE
Code Name: The Cleaner,2007,PG-13,84,4,8.1,FALSE,FALSE
Music Within,2007,R,94,33,0.1,TRUE,FALSE
